Setlists,all songs,Unique songs,Count,Song,Total
GTX3|Gin|Sideshow by the Seashore|Bobby Peru|Fire in Cairo|Malibu Love Nest|Tracy I Love You|Still at Home|Freakin' and Peakin'|One Fine Summer Morning|Chinatown|Friendly Advice|I Want Everything|Car Wash Hair|^encore|Tugboat|23 Minutes in Brussels|^encore 2|Moon Palace|,^ENCORE 1,,0,,
^interview|Sweetness|^interview|GTX3|^interview|Hey Sister|^interview|,^ENCORE 1,,0,,
Fire in Cairo|Let Me Dream If I Want To|Sideshow by the Seashore|Sweetness|Speedbumps|Bobby Peru|Friendly Advice|Bewitched|I Want Everything|Double Feature|Still at Home|Time to Quit|Car Wash Hair|^encore|GTX3|Bonnie and Clyde|Tugboat|,^ENCORE 1,,0,,
Cindy Tastes of Barbecue|Gin|Lost in Space|One Together|Malibu Love Nest|Chinatown|This Time Around|Friendly Advice|Freakin' and Peakin'|One Fine Summer Morning|Anesthesia|Most of the Time|Indian Summer|^encore 1|Moon Palace|23 Minutes in Brussels|^encore 2|Tiger Lily|,^ENCORE 1,,0,,
|,^ENCORE 1,,0,,
GTX3|Slide|Fire In Cairo|Sideshow by the Seashore|Most of the Time|Malibu Love Nest|Bewitched|Still At Home|Chinatown|One Fine Summer Morning|Car Wash Hair|I Want Everything|Friendly Advice|^encore|Moon Palace|Friendly Advice|,^ENCORE 1,,0,,
GTX3|Fire in Cairo|^interview|Speedbumps|Sideshow by the Seashore|,^ENCORE 1,,0,,
GTX3|Chinatown|Fire in Cairo|Let Me Dream If I Want To|California (All The Way)|Malibu Love Nest|Freakin' and Peakin'|Still At Home|Tracy I Love You|I Want Everything|Car Wash Hair|Time To Quit|23 Minutes in Brussels|^encore|One Fine Summer Morning|Friendly Advice|,^ENCORE 1,,0,,
GTX3|California (All The Way)|Fire in Cairo|Speedbumps|Most of the Time|Malibu Love Nest|Cindy Tastes of Barbecue|Chinatown|Friendly Advice|Broken Chair|Bobby Peru|Lost In Space|Car Wash Hair|^encore|One Fine Summer Morning|Sideshow by the Seashore|Indian Summer|,^ENCORE 1,,0,,
GTX3|Chinatown|Tracy I Love You|Gin|Malibu Love Nest|Bobby Peru|Black Postcards|Still at Home|Friendly Advice|Moon Palace|Car Wash Hair|One Fine Summer Morning|23 Minutes in Brussels|^encore|I Want Everything|Bonnie and Clyde|^encore 2|Fuzzy Wuzzy|,^ENCORE 1,,0,,
Slide|Friends|Pup Tent|Hey Sister|Cindy Tastes of Barbecue|Tiger Lily|Going Home|Sideshow by the Seashore|Most of the Time|Speedbumps|Lost In Space|Broken Chair|Bewitched|Freakin' and Peakin'|^encore|Chinatown|23 Minutes in Brussels|^encore 2|Indian Summer|,^ENCORE 1,,0,,
GTX3|Malibu Love Nest|Fire in Cairo|Let Me Dream If I Want To|Sideshow by the Seashore|Gin|Cindy Tastes of Barbecue|Broken Chair|Friendly Advice|Sweetness|Chinatown|Bonnie and Clyde|I Want Everything|Car Wash Hair|^encore|Bewitched|23 Minutes in Brussels|,^ENCORE 1,,0,,
GTX3|Malibu Love Nest|Fire in Cairo|Going Home|Tracy I Love You|Hey Sister|Most of the Time|23 Minutes in Brussels|Still at Home|Bobby Peru|Anesthesia|Freakin' and Peakin'|Bonnie and Clyde|Friendly Advice|^encore|Bewitched|Car Wash Hair|,^ENCORE 1,,0,,
Chinatown|Malibu Love Nest|Fire in Cairo|Sideshow by the Seashore|Pup Tent|Sweetness|Tracy I Love You|Still at Home|California (All the Way)|Bewitched|Car Wash Hair|One Fine Summer Morning|23 Minutes in Brussels|^encore|Moon Palace|Friendly Advice|,^ENCORE 1,,0,,
|,^ENCORE 1,,0,,
23 Minutes in Brussels|Fire In Cairo|Math Wiz|Sweetness|I Can't Wait|Lost In Space|Broken Chair|Chinatown|Malibu Love Nest|Kalamazoo|Bewitched|Friendly Advice|^encore|Strange|Lonesome Cowboy Bill|Indian Summer|Car Wash Hair|,^ENCORE 1,,0,,
GTX3|Fire in Cairo|Tracy I Love You|Gin|Malibu Love Nest|I Can't Wait|Math Wiz|Still At Home|23 Minutes in Brussels|Chinatown|Moon Palace|Superfreaky Memories|Car Wash Hair|^encore|Strange|California (All The Way)|Friendly Advice|,^ENCORE 1,,0,,
Sideshow By The Seashore|Let Me Dream If I Want To|Tracy I Love You|Pup Tent|Fire in Cairo|I Want Everything|Lovedust|Broken Chair|Chinatown|Bewitched|Anesthesia|Lost in Space|Friendly Advice|One Fine Summer Morning|Black Postcards|23 Minutes in Brussels|,^ENCORE 1,,0,,
Slide|Fire in Cairo|Chinatown|Math Wiz|Tracy I Love You|Bewitched|Malibu Love Nest|Moon Palace|Friendly Advice|Anesthesia|Superfreaky Memories|Bonnie and Clyde|^encore|Strange|23 Minutes in Brussels|Indian Summer|,^ENCORE 2,,0,,
23 Minutes in Brussels|Fire in Cairo|Sideshow by the Seashore|I Can't Wait|Superfreaky Memories|Lost in Space|Still at Home|Bonnie and Clyde|Strange|Car Wash Hair|Bewitched|Indian Summer|^encore|Friendly Advice|,^ENCORE 2,,0,,
Fire in Cairo|Slide|Chinatown|Sweetness|Pup Tent|Math Wiz|Moon Palace|Kalamazoo|Broken Chair|Superfreaky Memories|Strange|Bonnie and Clyde|Indian Summer|^encore|Sideshow by the Seashore|23 Minutes in Brussels|,^ENCORE 2,,0,,
Chinatown|Sideshow by the Seashore|Fire in Cairo|Malibu Love Nest|Math Wiz|I Want Everything|Anesthesia|Bonnie and Clyde|Moon Palace|Tracy I Love You|Bewitched|Friendly Advice|^encore|One Fine Summer Morning|23 Minutes in Brussels|,^ENCORE 2,,0,,
GTX3|Slide|Sideshow by the Seashore|Fire in Cairo|Bewitched|Let Me Dream If I Want To|Tracy I Love You|Still at Home|Malibu Love Nest|Math Wiz|23 Minutes in Brussels|Moon Palace|Car Wash Hair|^encore|One Fine Summer Morning|Strange|Friendly Advice|,^ENCORE 2,,0,,
GTX3|Chinatown|Fire in Cairo|Math Wiz|Sweetness|Malibu Love Nest|Still at Home|23 Minutes in Brussels|Lovedust|Tracy I Love You|Car Wash Hair|Moon Palace|Indian Summer|^encore|Flowers|Strange|Friendly Advice|,^ENCORE 2,,0,,
^set 1 - Galaxie 500|Flowers|Pictures|Blue Thunder|Strange|Tugboat|Fourth of July|^set 2 - Luna|Chinatown|Sideshow by the Seashore|Fire in Cairo|Beggar's Bliss|Bewitched|I Want Everything|Lonesome Cowboy Bill|One Fine Summer Morning|Indian Summer|^encore|23 Minutes in Brussels|,^ENCORE 2,,0,,
Chinatown|Sideshow by the seashore|Fire in Cairo|California (All The Way)|23 Minutes in Brussels|Still at Home|Malibu Love Nest|Bewitched|Tracy I Love You|Moon Palace|One Fine Summer Morning|Strange|Indian Summer|^encore|Lonesome Cowboy Bill|Tugboat|Friendly Advice|,^ENCORE 2,,0,,
GTX3|Chinatown|Fire in Cairo|Math Wiz|Anesthesia|Beggar's Bliss|Malibu Love Nest|Sideshow by the Seashore|23 Minutes in Brussels|Lost In Space|Black Postcards|Moon Palace|Friendly Advice|^encore|Flowers|Bonnie and Clyde|Indian Summer|,^ENCORE 2,,0,,
GTX3|Sideshow by the Seashore|Fire in Cairo|Math Wiz|Speedbumps|Still at Home|Chinatown|Malibu Love Nest|I Want Everything|23 Minutes in Brussels|Bewitched|One Fine Summer Morning|Friendly Advice|^encore|Blue Thunder|Moon Palace|Car Wash Hair|,^ENCORE 2,,0,,
GTX3|Slide|Chinatown|Fire in Cairo|Math Wiz|23 Minutes in Brussels|Lost in Space|Malibu Love Nest|Tracy I Love You|Still at Home|Car Wash Hair|One Fine Summer Morning|Friendly Advice|^encore|Strange|California Blue|Fuzzy Wuzzy|,^ENCORE 2,,0,,
Malibu Love Nest|Slide|Math Wiz|Pup Tent|Superfreaky Memories|Chinatown|Broken Chair|Car Wash Hair|I Want Everything|Black Postcards|Lost in Space|Friendly Advice|^encore|Lonesome Cowboy Bill|Bonnie and Clyde|Indian Summer|,^ENCORE 2,,0,,
Malibu Love Nest|Sideshow by the Seashore|Superfreaky Memories|Bewitched|23 Minutes in Brussels|Still at Home|Bonnie and Clyde|Moon Palace|Friendly Advice|Indian Summer|^encore|Strange|,^ENCORE 2,,0,,
|,^ENCORE 2,,0,,
|,^ENCORE 2,,0,,
Slide|Fire in Cairo|Bewitched|Sideshow by the Seashore|Malibu Love Nest|Tiger Lily|23 Minutes in Brussels|Most of the Time|Chinatown|Tracy I Love You|Car Wash Hair|Moon Palace|Friendly Advice|^encore|Tugboat|Indian Summer|,^ENCORE 2,,0,,
Slide|Slash Your Tires|California (All the Way)|Bewitched|Fire in Cairo|IHOP|Moon Palace|Black Postcards|Lost in Space|Bonnie and Clyde|^encore|23 Minutes in Brussels|Still at Home|Chinatown|One Fine Summer Morning|Malibu Love Nest|Math Wiz|Car Wash Hair|Tugboat|Strange|Friendly Advice|^encore 2:|Fuzzy Wuzzy|,^ENCORE 2,,0,,
|,^ENCORE 2,,0,,
|,^ENCORE 2,,0,,
Chinatown|Sideshow by The Seashore|Moon Palace|Double Feature|23 Minutes in Brussels|Lost in Space|Rhythm King|Kalamazoo|Hedgehog|Freakin' and Peakin'|Bonnie and Clyde|That's What You Always Say|Bewitched|Car Wash Hair|Blue Thunder|,^ENCORE 2,,0,,
California (All The Way)|Tiger Lily|Friendly Advice|Bewitched|This Time Around|Great Jones Street|Going Home|Into the Fold|I Know You Tried|Sleeping Pill|Fire in Cairo|I Want Everything|Math Wiz|Lost in Space|Malibu Love Nest|23 Minutes in Brussels|Bonnie and Clyde|,^ENCORE 2,,0,,
Slide|23 Minutes in Brussels|Inside Your Heart|Sideshow by The Seashore|Weird and Woozy|Pup Tent|I Can't Wait|Bewitched|Malibu Love Nest|Still at Home|Chinatown|Moon Palace|Black Postcards|^encore|Season of The Witch|Friendly Advice|,^ENCORE 2,,0,,
Chinatown|Sideshow by The Seashore|Moon Palace|Double Feature|23 Minutes in Brussels|Lost in Space|Rhythm King|Kalamazoo|Hedgehog|Freakin' and Peakin'|Bonnie and Clyde|That's What You Always Say|Most of The Time|Crazy People|Tracy I Love You|Time to Quit|^encore|Indian Summer|Friendly Advice|,^ENCORE 2,,0,,
Chinatown|Sideshow by The Seashore|Moon Palace|Double Feature|23 Minutes in Brussels|Lost in Space|Rhythm King|Kalamazoo|Hedgehog|Freakin' and Peakin'|^encore|California (All The Way)|Broken Chair|Malibu Love Nest|Pup Tent|Indian Summer|^encore 2|Friendly Advice|,^ENCORE 2,,0,,
|,^ENCORE 2,,0,,
Slide|Anesthesia|Slash Your Tires|Crazy People|Time|Smile|I Can't Wait|Hey Sister|I Want Everything|Time to Quit|Goodbye|We're Both Confused|That's What You Always Say|Chinatown|Fire in Cairo|Indian Summer|^encore|Inside Your Heart|Black Postcards|,^ENCORE 2,,0,,
California Blue|Bewitched|Malibu Love Nest|,^ENCORE 2,,0,,
California (All the Way)|Tiger Lily|Friendly Advice|Bewitched|This Time Around|Great Jones Street|Going Home|Into the Fold|I Know You Tried|Sleeping Pill|Malibu Love Nest|Season of the Witch|Lost in Space|23 Minutes in Brussels|^encore|Sweet Child o' Mine|Strange|,^ENCORE 2,,0,,
Chinatown|Sideshow by the Seashore|Fire in Cairo|Anesthesia|Malibu Love Nest|Gin|Moon Palace|Math Wiz|Friendly Advice|Bewitched|Inside Your Heart|^encore|Blue Thunder|Tiger Lily|23 Minutes in Brussels|,^ENCORE 2,,0,,
Chinatown|Sideshow by the Seashore|Moon Palace|Double Feature|23 Minutes in Brussels|Lost in Space|Rhythm King|Kalamazoo|Hedgehog|Freakin' and Peakin'|Bonnie and Clyde|Inside Your Heart|Tracy I Love You|Still at Home|IHOP|^encore|Strange|Indian Summer|,^ENCORE 2,,0,,
California (All the Way)|Tiger Lily|Friendly Advice|Bewitched|This Time Around|Great Jones Street|Going Home|Into the Fold|I Know You Tried|Sleeping Pill|^encore|That's What You Always Say|Malibu Love Nest|Hey Sister|Lost in Space|Black Postcards|^encore 2|Math Wiz|Season of the Witch|Blue Thunder|,^ENCORE 2,,0,,
Chinatown|Sideshow by the Seashore|Moon Palace|Double Feature|23 Minutes in Brussels|Lost in Space|Rhythm King|Kalamazoo|Hedgehog|Freakin' and Peakin'|Bonnie and Clyde|Gin|Tracy I Love You|Still at Home|La poupée qui fait non|Indian Summer|^encore|Lonesome Cowboy Bill|Fuzzy Wuzzy|,^ENCORE 2,,0,,
^Penthouse|Chinatown|Sideshow by the Seashore|Moon Palace|Double Feature|23 Minutes in Brussels|Lost in Space|Rhythm King|Kalamazoo|Hedgehog|Freakin' and Peakin'|^set 2|Bonnie and Clyde|Still at Home|That's What You Always Say|Bewitched|Sweetness|Inside Your Heart|Black Postcards|^encore|Strange|Time to Quit|,^ENCORE 2,,0,,
California (All the Way)|Fire in Cairo|Tiger Lily|Going Home|Crazy People|Hey Sister|Gin|I Want Everything|Malibu Love Nest|Chinatown|Sideshow by the Seashore|Lost in Space|23 Minutes in Brussels|^encore|Inside Your Heart|Fuzzy Wuzzy|,^ENCORE 2,,0,,
Fire in Cairo|Chinatown|Anesthesia|Slash Your Tires|Time|Goodbye|Malibu Love Nest|Broken Chair|Moon Palace|Superfreaky Memories|Friendly Advice|Into the Fold|23 Minutes in Brussels|^encore|Strange|Math Wiz|Indian Summer|,^ENCORE 2,,0,,
Slide|Anesthesia|Slash Your Tires|Crazy People|Time|Smile|I Can't Wait|Hey Sister|I Want Everything|Time to Quit|Goodbye|We're Both Confused|Egg Nog|Superfreaky Memories|Bonnie and Clyde|Moon Palace|Friendly Advice|,^ENCORE 2,,0,,
^Bewitched|California (All the Way)|Tiger Lily|Friendly Advice|Bewitched|This Time Around|Great Jones Street|Going Home|Into the Fold|I Know You Tried|Sleeping Pill|That's What You Always Say|Tracy I Love You|Lonesome Cowboy Bill|Malibu Love Nest|Car Wash Hair|^encore|Indian Summer|Fuzzy Wuzzy|,^ENCORE 2,,0,,
^Penthouse|Chinatown|Sideshow by the Seashore|Moon Palace|Double Feature|23 Minutes in Brussels|Lost in Space|Rhythm King|Kalamazoo|Hedgehog|Freakin' and Peakin'|^set 2|Bonnie and Clyde|California Blue|Still at Home|Inside Your Heart|Egg Nog|Slide|Superfreaky Memories|^encore|Pup Tent|Season of the Witch|IHOP|,^ENCORE 2,,0,,
California Blue|That's What You Always Say|The Owl and The Pussycat|Inside Your Heart|Bobby Peru|Superfreaky Memories|Cindy Tastes of Barbecue|Math Wiz|Black Postcards|Malibu Love Nest|Lost in Space|23 Minutes in Brussels|Bewitched|IHOP|^encore|Chinatown|Friendly Advice|,^ENCORE 2,,0,,
Inside Your Heart|That's What You Always Say|The Owl and The Pussycat|Anesthesia|Bobby Peru|Fire in Cairo|Superfreaky Memories|Cindy Tastes of Barbecue|Going Home|Black Postcards|Still at Home|Malibu Love Nest|Tiger Lily|IHOP|^encore|Bewitched|Friendly Advice|Indian Summer|,^ENCORE 2,,0,,
Chinatown|Sideshow By The Seashore|Moon Palace|Double Feature|23 Minutes in Brussels|Lost in Space|Rhythm King|Kalamazoo|Hedgehog|Freakin' and Peakin'|Bonnie and Clyde|^encore|California Blue|Tracy I Love You|Broken Chair|Car Wash Hair|^encore 2|Fuzzy Wuzzy|,^ENCORE 2,,0,,
Chinatown|Sideshow By The Seashore|Moon Palace|Double Feature|23 Minutes in Brussels|Lost in Space|Rhythm King|Kalamazoo|Hedgehog|Freakin' and Peakin'|Bonnie and Clyde|^encore|California Blue|Tracy I Love You|Tiger Lily|Friendly Advice|,^ENCORE 2,,0,,
Chinatown|Sideshow By The Seashore|Moon Palace|Double Feature|23 Minutes in Brussels|Lost in Space|Rhythm King|Kalamazoo|Hedgehog|Freakin' and Peakin'|Bonnie and Clyde|^encore|Anesthesia|Car Wash Hair|Bobby Peru|Black Postcards|,^ENCORE 2,,0,,
Tiger Lily|Friendly Advice|Moon Palace|Car Wash Hair|,^ENCORE 2,,0,,
California (All The Way)|Tiger Lily|Friendly Advice|Bewitched|This Time Around|Great Jones Street|Going Home|Into the Fold|I Know You Tried|Sleeping Pill|That's What You Always Say|IHOP|^encore|Malibu Love Nest|Superfreaky Memories|Indian Summer|,^ENCORE 2,,0,,
Chinatown|Sideshow By The Seashore|Moon Palace|Double Feature|23 Minutes in Brussels|Lost in Space|Rhythm King|Kalamazoo|Hedgehog|Freakin' and Peakin'|Bonnie and Clyde|^encore|Fire in Cairo|Malibu Love Nest|Bewitched|Indian Summer|Friendly Advice|,^ENCORE 2:,,0,,
|,^ENCORE2,,0,,
Slide|Beautiful View|California (All the Way)|Chinatown|Tiger Lily|Malibu Love Nest|Sideshow by the Seashore|Fire in Cairo|Still at Home|The Corridors of Power|Lost in Space|23 Minutes in Brussels|Season of the Witch|Sweet Child o' Mine|,^INTERVIEW,,0,,
^set 1|Slide|California (All The Way)|Chinatown|Tiger Lily|Beautiful View|Malibu Love Nest|Season of the Witch|Friendly Advice|^set 2|Cindy Tastes of Barbecue|Sideshow by the Seashore|Still at Home|Fire in Cairo|Lost In Space|23 Minutes in Brussels|Massachusetts|Bonnie and Clyde|Indian Summer|,^INTERVIEW,,0,,
^set 1|Lost In Space|Slide|Fire in Cairo|Bewitched|Moon Palace|Bobby Peru|Malibu Love Nest|Bonnie and Clyde|^set 2|Chinatown|Tiger Lily|Sideshow by the Seashore|Anesthesia|Tracy I Love You|Massachusetts|23 Minutes in Brussels|Fourth of July|,^INTERVIEW,,0,,
Chinatown|Tiger Lily|Bewitched|Slide|Lost In Space|California (All The Way)|Sideshow by the Seashore|23 Minutes in Brussels|Sweet Child o' Mine|^encore|Massachusetts|Indian Summer|,^INTERVIEW,,0,,
^set 1|Lost in Space|Slide|Fire in Cairo|Bewitched|Moon Palace|Bobby Peru|Malibu Love Nest|Bonnie and Clyde|^set 2|Cindy Tastes of Barbecue|Chinatown|Sideshow by the Seashore|Still at Home|23 Minutes in Brussels|Tiger Lily|Massachusetts|Friendly Advice|^encore|Tugboat|,^INTERVIEW,,0,,
^set 1|California (All The Way)|That's What You Always Say|Going Home|Anesthesia|Tracy I Love You|Malibu Love Nest|Lost In Space|Black Postcards|^ set 2|Fuzzy Wuzzy|Beautiful View|Bewitched|Broken Chair|Into the Fold|Indian Summer|Sweet Child o' Mine|Fourth of July|^encore|23 Minutes in Brussels|,^INTERVIEW,,0,,
California (All The Way)|Tiger Lily|Friendly Advice|Bewitched|This Time Around|Great Jones Street|Going Home|Into The Fold|I Know You Tried|Sleeping Pill|I Can't Wait|Fire in Cairo|The Corridors of Power|Slide|Tracy I Love You|^encore|Indian Summer|,^INTERVIEW,,0,,
^Penthouse set|Chinatown|Sideshow by The Seashore|Moon Palace|Double Feature|23 Minutes in Brussels|Lost In Space|Rhythm King|Kalamazoo|Hedgehog|Freakin' and Peakin'|Bonnie and Clyde|^Second set|Beautiful View|Malibu Love Nest|Still At Home|Most of The Time|^encore|Fuzzy Wuzzy|,^INTERVIEW,,0,,
I Can't Wait|Chinatown|Sideshow By The Seashore|Tracy I Love You|Superfreaky Memories|Lost In Space|Still At Home|Malibu Love Nest|Kalamazoo|Moon Palace|Bonnie and Clyde|The Corridors of Power|Friendly Advice|^encore|Most of The Time|23 Minutes in Brussels|,^INTERVIEW,,0,,
Slide|Fire In Cairo|Going Home|Double Feature|Tracy I Love You|Bewitched|Malibu Love Nest|Still At Home|Black Postcards|Moon Palace|Bonnie and Clyde|The Corridors of Power|23 Minutes in Brussels|^encore|Chinatown|Friendly Advice|,^INTERVIEW,,0,,
Rhythm King|Sideshow by The Seashore|Lovedust|Tiger Lily|Great Jones Street|That's What You Always Say|Into The Fold|Lost In Space|Broken Chair|The Corridors of Power|California (All The Way)|Sleeping Pill|Friendly Advice|^encore|Marquee Moon|,^PENTHOUSE,,0,,
California (All The Way)|Fire In Cairo|This Time Around|Bewitched|Malibu Love Nest|Great Jones Street|Moon Palace|Superfreaky Memories|23 Minutes in Brussels|The Corridors of Power|Black Postcards|Still At Home|Car Wash Hair|^encore|Marquee Moon|,^PENTHOUSE,,0,,
Slide|Rhythm King|Fire in Cairo|Malibu Love Nest|Into The Fold|Superfreaky Memories|The Corridors of Power|Still At Home|This Time Around|Bewitched|Bonnie and Clyde|Sleeping Pill|^encore|Friendly Advice|Marquee Moon|,^PENTHOUSE,,0,,
Chinatown|Sideshow by The Seashore|Tiger Lily|Lost in Space|Lovedust|Tracy I Love You|Moon Palace|Freakin' and Peakin'|Malibu Love Nest|Marquee Moon|California (All The Way)|Indian Summer|^encore|Bewitched|23 Minutes in Brussels|,^PENTHOUSE,,0,,
Slide|Chinatown|Sideshow by the Seashore|Tracy I Love You|Fire in Cairo|Malibu Love Nest|Bewitched|Friendly Advice|Still at Home|23 Minutes in Brussels|Indian Summer|,^PENTHOUSE,,0,,
Slide|Sideshow by the Seashore|Lovedust|Pup Tent|Malibu Love Nest|Lost in Space|Ride Into the Sun|23 Minutes in Brussels|The Corridors of Power|I Want Everything|Moon Palace|Bewitched|Neon Lights|Friendly Advice|Marquee Moon|Walk on the Wild Side|,^PENTHOUSE,,0,,
Slide|Pup Tent|Speedbumps|Freakin' and Peakin'|I Want Everything|Moon Palace|Malibu Love Nest|Still at Home|23 Minutes in Brussels|Ride Into the Sun|Friendly Advice|Neon Lights|Bonnie and Clyde|Indian Summer|^encore|Marquee Moon|Time to Quit|,^PENTHOUSE,,0,,
Sideshow by the Seashore|Chinatown|I Can't Wait|Pup Tent|Malibu Love Nest|Lost in Space|Bewitched|Ride Into the Sun|Friendly Advice|Moon Palace|Time to Quit|Needles in the Camel's Eye|Neon Lights|23 Minutes in Brussels|^encore|Marquee Moon|,^PENTHOUSE,,0,,
Thank You for Sending Me an Angel|Slide|Fire in Cairo|California (All The Way)|Speedbumps|Tiger Lily|Tracy I Love You|Malibu Love Nest|I Want Everything|Moon Palace|Freakin' and Peakin'|Still at Home|Bonnie and Clyde|Friendly Advice|^encore|23 Minutes in Brussels|Walk on the Wild Side|,^PENTHOUSE,,0,,
Chinatown|Sideshow by the Seashore|I Want Everything|California (All The Way)|Bewitched|Malibu Love Nest|Ride Into the Sun|Lost In Space|Neon Lights|Friendly Advice|Moon Palace|Time to Quit|23 Minutes in Brussels|^encore|Strange|Indian Summer|,^PENTHOUSE,,0,,
Slide|Bewitched|Chinatown|Sideshow by the Seashore|I Can't Wait|I Want Everything|Malibu Love Nest|Pup Tent|Tracy I Love You|Still at Home|Friendly Advice|Lost in Space|23 Minutes in Brussels|^encore|California (All The Way)|Marquee Moon|,^PENTHOUSE SET,,0,,
Thank You for Sending Me an Angel|Fire in Cairo|Needles in the Camel's Eye|That's What You Always Say|Ride Into the Sun|Season of the Witch|Bonnie and Clyde|Outdoor Miner|Neon Lights|Indian Summer|Sweet Child o' Mine|Marquee Moon|Walk on the Wild Side|^encore|Fourth of July|Strange|,^SECOND SET,,0,,
^set 1|Slide|The Corridors of Power|Sideshow by the Seashore|Bewitched|I Want Everything|Malibu Love Nest|Moon Palace|Ride Into the Sun|Marquee Moon|^set 2|Thank You for Sending Me an Angel|Chinatown|I Can't Wait|Tracy I Love You|Still at Home|Friendly Advice|Neon Lights|Lost in Space|23 Minutes in Brussels|^encore|Strange|Bonnie and Clyde|Indian Summer|,^SET 1,,0,,
